drug_name,Name,receptor,Actions,Gene Name,Pharmacological action,potency,family,symbol,show_text,Ki,Ki_min,Ki_max,Kind,weight,comment
Sertraline,Sodium-dependent noradrenaline transporter,Sodium-dependent noradrenaline transporter,Inhibitor,SLC6A2,Unknown,NA,SLC,⮽,"Amine transporter. Terminates the action of noradrenaline by
its high affinity sodium-dependent reuptake into presynaptic
terminals.",NA,NA,NA,Protein,69331.42 Da,NA
Sertraline,Equilibrative nucleoside transporter 4,Equilibrative nucleoside transporter 4,NA,SLC29A4,Unknown,NA,SLC,ˌ,"Functions as a polyspecific organic cation transporter,
efficiently transporting many organic cations such as
monoamine neurotransmitters 1-methyl-4-phenylpyridinium
and biogenic amines including serotonin, dopamine,
norepinephrine and epinephrine. May play a role in
regulating central nervous system homeostasis of monoamine
neurotransmitters. May be involved in luminal transport
of organic cations in the kidney and seems to use luminal
proton gradient to drive organic cation reabsorption. Does
not seem to transport nucleoside and nucleoside analogs
such as uridine, cytidine, thymidine, adenosine, inosine,
guanosine, and azidothymidine. In (PubMed:16873718)
adenosine is efficiently transported but in a fashion
highly sensitive to extracellular pH, with maximal activity
in the pH range 5.5 to 6.5. Glu-206 is essential for
the cation selectivity and may function as the charge
sensor for cationic substrates. Transport is chloride
and sodium-independent but appears to be sensitive to
changes in membrane potential. Weakly inhibited by the
classical inhibitors of equilibrative nucleoside transport,
dipyridamole, dilazep, and nitrobenzylthioinosine. May
play a role in the regulation of extracellular adenosine
concentrations in cardiac tissues, in particular during
ischemia.",NA,NA,NA,Protein,58058.005 Da,NA
Sulpiride,Dopamine D2 receptor,Dopamine D2 ,Antagonist,DRD2,Yes,8.068033885271827,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase.",85.5,51,120,Protein,50618.91 Da,NA
Sulpiride,Dopamine D3 receptor,Dopamine D3 ,Antagonist,DRD3,Unknown,8.05551732784983,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase. Promotes cell proliferation.",88,8,120,Protein,44224.335 Da,NA
Sulpiride,Carbonic anhydrase 2,Carbonic anhydrase 2,Inhibitor,CA2,Unknown,8.397940008672037,CA,⮽,"Essential for bone resorption and osteoclast differentiation
(By similarity). Reversible hydration of carbon dioxide.
Can hydrate cyanamide to urea. Involved in the regulation
of fluid secretion into the anterior chamber of the eye.
Contributes to intracellular pH regulation in the duodenal
upper villous epithelium during proton-coupled peptide
absorption. Stimulates the chloride-bicarbonate exchange
activity of SLC26A6.",40,40,40000,Protein,29245.895 Da,NA
Sulpiride,Carbonic anhydrase 3,Carbonic anhydrase 3,Inhibitor,CA3,Unknown,5.97469413473523,CA,⮽,Reversible hydration of carbon dioxide.,10600,10600,10600,Protein,29557.215 Da,NA
Valproic Acid,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Inhibitor,ACADSB,Unknown,NA,ACADSB,⮽,"Has greatest activity toward short branched chain acyl-
CoA derivative such as (s)-2-methylbutyryl-CoA, isobutyryl-
CoA, and 2-methylhexanoyl-CoA as well as toward short
straight chain acyl-CoAs such as butyryl-CoA and hexanoyl-
CoA. Can use valproyl-CoA as substrate and may play a role
in controlling the metabolic flux of valproic acid in the
development of toxicity of this agent.",NA,NA,NA,Protein,47485.035 Da,NA
Valproic Acid,Histone deacetylase 9,Histone deacetylase 9,Inhibitor,HDAC9,Yes,NA,HDAC,⮽,"Responsible for the deacetylation of lysine residues on the
N-terminal part of the core histones (H2A, H2B, H3 and H4).
Histone deacetylation gives a tag for epigenetic repression
and plays an important role in transcriptional regulation,
cell cycle progression and developmental events. Represses
MEF2-dependent transcription.Isoform 3 lacks active site
residues and therefore is catalytically inactive. Represses
MEF2-dependent transcription by recruiting HDAC1 and/
or HDAC3. Seems to inhibit skeletal myogenesis and to
be involved in heart development. Protects neurons from
apoptosis, both by inhibiting JUN phosphorylation by MAPK10
and by repressing JUN transcription via HDAC1 recruitment to
JUN promoter.",NA,NA,NA,Protein,111296.29 Da,NA
Valproic Acid,"2-oxoglutarate dehydrogenase, mitochondrial","2-oxoglutarate dehydrogenase, mitochondrial",Inhibitor,OGDH,Unknown,NA,OGDH,⮽,"The 2-oxoglutarate dehydrogenase complex catalyzes
the overall conversion of 2-oxoglutarate to succinyl-
CoA and CO(2). It contains multiple copies of three
enzymatic components: 2-oxoglutarate dehydrogenase (E1),
dihydrolipoamide succinyltransferase (E2) and lipoamide
dehydrogenase (E3).",NA,NA,NA,Protein,115934.37 Da,NA
Valproic Acid,"Succinate-semialdehyde dehydrogenase, mitochondrial","Succinate-semialdehyde dehydrogenase, mitochondrial",Inhibitor,ALDH5A1,Unknown,NA,ALDH,⮽,"Catalyzes one step in the degradation of the inhibitory
neurotransmitter gamma-aminobutyric acid (GABA).",NA,NA,NA,Protein,57214.23 Da,NA
Valproic Acid,Histone deacetylase 2,Histone deacetylase 2,Inhibitor,HDAC2,Unknown,NA,HDAC,⮽,"Responsible for the deacetylation of lysine residues on the
N-terminal part of the core histones (H2A, H2B, H3 and H4).
Histone deacetylation gives a tag for epigenetic repression
and plays an important role in transcriptional regulation,
cell cycle progression and developmental events. Histone
deacetylases act via the formation of large multiprotein
complexes. Forms transcriptional repressor complexes by
associating with MAD, SIN3, YY1 and N-COR. Interacts in
the late S-phase of DNA-replication with DNMT1 in the
other transcriptional repressor complex composed of DNMT1,
DMAP1, PCNA, CAF1. Deacetylates TSHZ3 and regulates its
transcriptional repressor activity. Component of a RCOR/GFI/
KDM1A/HDAC complex that suppresses, via histone deacetylase
(HDAC) recruitment, a number of genes implicated in
multilineage blood cell development. May be involved in the
transcriptional repression of circadian target genes, such
as PER1, mediated by CRY1 through histone deacetylation.
Involved in MTA1-mediated transcriptional corepression of
TFF1 and CDKN1A.",NA,NA,NA,Protein,55363.855 Da,NA
Valproic Acid,Peroxisome proliferator-activated receptor alpha,Peroxisome proliferator-activated  alpha,NA,PPARA,Unknown,NA,PPARA,ˌ,"Ligand-activated transcription factor. Key regulator of
lipid metabolism. Activated by the endogenous ligand 1-
palmitoyl-2-oleoyl-sn-glycerol-3-phosphocholine (16:0/18:1-
GPC). Activated by oleylethanolamide, a naturally occurring
lipid that regulates satiety. Receptor for peroxisome
proliferators such as hypolipidemic drugs and fatty
acids. Regulates the peroxisomal beta-oxidation pathway of
fatty acids. Functions as transcription activator for the
ACOX1 and P450 genes. Transactivation activity requires
heterodimerization with RXRA and is antagonized by NR2C2.
May be required for the propagation of clock information to
metabolic pathways regulated by PER2.",NA,NA,NA,Protein,52224.595 Da,NA
Valproic Acid,Peroxisome proliferator-activated receptor delta,Peroxisome proliferator-activated  delta,NA,PPARD,Unknown,NA,PPARD,ˌ,"Ligand-activated transcription factor. Receptor that binds
peroxisome proliferators such as hypolipidemic drugs and
fatty acids. Has a preference for poly-unsaturated fatty
acids, such as gamma-linoleic acid and eicosapentanoic acid.
Once activated by a ligand, the receptor binds to promoter
elements of target genes. Regulates the peroxisomal beta-
oxidation pathway of fatty acids. Functions as transcription
activator for the acyl-CoA oxidase gene. Decreases
expression of NPC1L1 once activated by a ligand.",NA,NA,NA,Protein,49902.99 Da,NA
Valproic Acid,Peroxisome proliferator-activated receptor gamma,Peroxisome proliferator-activated  gamma,NA,PPARG,Unknown,NA,PPARG,ˌ,"Nuclear receptor that binds peroxisome proliferators such
as hypolipidemic drugs and fatty acids. Once activated by
a ligand, the nuclear receptor binds to DNA specific PPAR
response elements (PPRE) and modulates the transcription
of its target genes, such as acyl-CoA oxidase. It therefore
controls the peroxisomal beta-oxidation pathway of fatty
acids. Key regulator of adipocyte differentiation and
glucose homeostasis. ARF6 acts as a key regulator of the
tissue-specific adipocyte P2 (aP2) enhancer. Acts as a
critical regulator of gut homeostasis by suppressing NF-
kappa-B-mediated proinflammatory responses. Plays a role
in the regulation of cardiovascular circadian rhythms by
regulating the transcription of ARNTL/BMAL1 in the blood
vessels (By similarity).",NA,NA,NA,Protein,57619.58 Da,NA
Varenicline,Neuronal acetylcholine receptor subunit alpha-4,Neuronal acetylcholine  subunit alpha-4,Partial agonist,CHRNA4,Yes,NA,CHRNA,⬟,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across the
plasma membrane permeable to sodium ions.",NA,NA,NA,Protein,69956.47 Da,NA
Varenicline,Neuronal acetylcholine receptor subunit alpha-7,Neuronal acetylcholine  subunit alpha-7,Agonist,CHRNA7,Unknown,NA,CHRNA,⯅,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across
the plasma membrane. The channel is blocked by alpha-
bungarotoxin.",NA,NA,NA,Protein,56448.925 Da,NA
Varenicline,Neuronal acetylcholine receptor subunit alpha-3,Neuronal acetylcholine  subunit alpha-3,Partial agonist,CHRNA3,Unknown,NA,CHRNA,⬟,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across the
plasma membrane.",NA,NA,NA,Protein,57479.54 Da,NA
Varenicline,Neuronal acetylcholine receptor subunit alpha-6,Neuronal acetylcholine  subunit alpha-6,Partial agonist,CHRNA6,Unknown,NA,CHRNA,⬟,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across the
plasma membrane.",NA,NA,NA,Protein,56897.745 Da,NA
Varenicline,Neuronal acetylcholine receptor subunit beta-2,Neuronal acetylcholine  subunit beta-2,Partial agonist,CHRNB2,Unknown,NA,CHRNB,⬟,"After binding acetylcholine, the AChR responds by an
extensive change in conformation that affects all subunits
and leads to opening of an ion-conducting channel across the
plasma membrane permeable to sodiun ions.",NA,NA,NA,Protein,57018.575 Da,NA
Venlafaxine,Sodium-dependent serotonin transporter,Sodium-dependent serotonin transporter,Inhibitor,SLC6A4,Yes,8.119758224104519,SLC,⮽,"Serotonin transporter whose primary function in the central
nervous system involves the regulation of serotonergic
signaling via transport of serotonin molecules from the
synaptic cleft back into the pre-synaptic terminal for re-
utilization. Plays a key role in mediating regulation of the
availability of serotonin to other receptors of serotonergic
systems. Terminates the action of serotonin and recycles it
in a sodium-dependent manner.",75.9,7.5,145,Protein,70324.165 Da,K(i)=82nM
Venlafaxine,Sodium-dependent noradrenaline transporter,Sodium-dependent noradrenaline transporter,Inhibitor,SLC6A2,Yes,6.71669877129645,SLC,⮽,"Amine transporter. Terminates the action of noradrenaline by
its high affinity sodium-dependent reuptake into presynaptic
terminals.",1920,385,6310,Protein,69331.42 Da,K(i)=2480nM
Venlafaxine,Sodium-dependent dopamine transporter,Sodium-dependent dopamine transporter,Inhibitor,SLC6A3,Unknown,6.1165089098110705,SLC,⮽,"Amine transporter. Terminates the action of dopamine by its
high affinity sodium-dependent reuptake into presynaptic
terminals.",7647,3070,10000,Protein,68494.255 Da,NA
Vortioxetine,Sodium-dependent serotonin transporter,Sodium-dependent serotonin transporter,Inhibitor,SLC6A4,Yes,NA,SLC,⮽,"Serotonin transporter whose primary function in the central
nervous system involves the regulation of serotonergic
signaling via transport of serotonin molecules from the
synaptic cleft back into the pre-synaptic terminal for re-
utilization. Plays a key role in mediating regulation of the
availability of serotonin to other receptors of serotonergic
systems. Terminates the action of serotonin and recycles it
in a sodium-dependent manner.",NA,NA,NA,Protein,70324.165 Da,NA
Vortioxetine,5-hydroxytryptamine receptor 3A,5-hydroxytryptamine  3A,Antagonist,HTR3A,Yes,NA,HTR,⯆,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
This receptor is a ligand-gated ion channel, which when
activated causes fast, depolarizing responses in neurons. It
is a cation-specific, but otherwise relatively nonselective,
ion channel.",NA,NA,NA,Protein,55279.835 Da,NA
Vortioxetine,5-hydroxytryptamine receptor 7,5-hydroxytryptamine  7,Antagonist,HTR7,Yes,NA,HTR,⯆,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
The activity of this receptor is mediated by G proteins that
stimulate adenylate cyclase.",NA,NA,NA,Protein,53554.43 Da,NA
Vortioxetine,5-hydroxytryptamine receptor 1B,5-hydroxytryptamine  1B,Partial agonist,HTR1B,Yes,NA,HTR,⬟,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for ergot alkaloid
derivatives, various anxiolytic and antidepressant drugs
and other psychoactive substances, such as lysergic acid
diethylamide (LSD). Ligand binding causes a conformation
change that triggers signaling via guanine nucleotide-
binding proteins (G proteins) and modulates the activity of
down-stream effectors, such as adenylate cyclase. Signaling
inhibits adenylate cyclase activity. Arrestin family members
inhibit signaling via G proteins and mediate activation of
alternative signaling pathways. Regulates the release of 5-
hydroxytryptamine, dopamine and acetylcholine in the brain,
and thereby affects neural activity, nociceptive processing,
pain perception, mood and behavior. Besides, plays a role in
vasoconstriction of cerebral arteries.",NA,NA,NA,Protein,43567.535 Da,NA
Vortioxetine,5-hydroxytryptamine receptor 1A,5-hydroxytryptamine  1A,Agonist,HTR1A,Yes,NA,HTR,⯅,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances. Ligand binding causes
a conformation change that triggers signaling via guanine
nucleotide-binding proteins (G proteins) and modulates
the activity of down-stream effectors, such as adenylate
cyclase. Beta-arrestin family members inhibit signaling via
G proteins and mediate activation of alternative signaling
pathways. Signaling inhibits adenylate cyclase activity and
activates a phosphatidylinositol-calcium second messenger
system that regulates the release of Ca(2+) ions from
intracellular stores. Plays a role in the regulation of 5-
hydroxytryptamine release and in the regulation of dopamine
and 5-hydroxytryptamine metabolism. Plays a role in the
regulation of dopamine and 5-hydroxytryptamine levels
in the brain, and thereby affects neural activity, mood
and behavior. Plays a role in the response to anxiogenic
stimuli.",NA,NA,NA,Protein,46106.335 Da,NA
Vortioxetine,Beta-1 adrenergic receptor,Beta-1 adrenergic ,Ligand,ADRB1,Unknown,NA,ADRB,⭘,"Beta-adrenergic receptors mediate the catecholamine-induced
activation of adenylate cyclase through the action of G
proteins. This receptor binds epinephrine and norepinephrine
with approximately equal affinity. Mediates Ras activation
through G(s)-alpha- and cAMP-mediated signaling.",NA,NA,NA,Protein,51322.1 Da,NA
Vortioxetine,Sodium-dependent noradrenaline transporter,Sodium-dependent noradrenaline transporter,Blocker,SLC6A2,Unknown,NA,SLC,⭙,"Amine transporter. Terminates the action of noradrenaline by
its high affinity sodium-dependent reuptake into presynaptic
terminals.",NA,NA,NA,Protein,69331.42 Da,NA
Ziprasidone,Dopamine D2 receptor,Dopamine D2 ,Antagonist,DRD2,Yes,9.301029995663981,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase.",5,2.8,9.7,Protein,50618.91 Da,NA
Ziprasidone,Dopamine D1 receptor,Dopamine D1 ,Antagonist,DRD1,Unknown,7.886056647693163,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which activate adenylyl cyclase.",130,9.5,330,Protein,49292.765 Da,NA
Ziprasidone,Dopamine D5 receptor,Dopamine D5 ,Antagonist,DRD5,Unknown,NA,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which activate adenylyl cyclase.",NA,NA,NA,Protein,52950.5 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 2A,5-hydroxytryptamine  2A,Antagonist,HTR2A,Yes,10.522878745280337,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including mescaline,
psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins)
and modulates the activity of down-stream effectors.
Beta-arrestin family members inhibit signaling via G
proteins and mediate activation of alternative signaling
pathways. Signaling activates phospholipase C and a
phosphatidylinositol-calcium second messenger system
that modulates the activity of phosphatidylinositol 3-
kinase and promotes the release of Ca(2+) ions from
intracellular stores. Affects neural activity, perception,
cognition and mood. Plays a role in the regulation of
behavior, including responses to anxiogenic situations
and psychoactive substances. Plays a role in intestinal
smooth muscle contraction, and may play a role in arterial
vasoconstriction.(Microbial infection) Acts as a receptor
for human JC polyomavirus/JCPyV.",0.3,0.08,1.4,Protein,52602.58 Da,NA
Ziprasidone,Dopamine D3 receptor,Dopamine D3 ,Antagonist,DRD3,Unknown,9.1249387366083,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which inhibit adenylyl cyclase. Promotes cell proliferation.",7.5,7.2,10,Protein,44224.335 Da,NA
Ziprasidone,Dopamine D4 receptor,Dopamine D4 ,Antagonist,DRD4,Unknown,8.449771646944907,DRD,⯆,"Dopamine receptor responsible for neuronal signaling in
the mesolimbic system of the brain, an area of the brain
that regulates emotion and complex behavior. Its activity
is mediated by G proteins which inhibit adenylyl cyclase.
Modulates the circadian rhythm of contrast sensitivity by
regulating the rhythmic expression of NPAS2 in the retinal
ganglion cells (By similarity).",35.5,32,39,Protein,48359.86 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 1A,5-hydroxytryptamine  1A,Agonist,HTR1A,Yes,9.096910013008056,HTR,⯅,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances. Ligand binding causes
a conformation change that triggers signaling via guanine
nucleotide-binding proteins (G proteins) and modulates
the activity of down-stream effectors, such as adenylate
cyclase. Beta-arrestin family members inhibit signaling via
G proteins and mediate activation of alternative signaling
pathways. Signaling inhibits adenylate cyclase activity and
activates a phosphatidylinositol-calcium second messenger
system that regulates the release of Ca(2+) ions from
intracellular stores. Plays a role in the regulation of 5-
hydroxytryptamine release and in the regulation of dopamine
and 5-hydroxytryptamine metabolism. Plays a role in the
regulation of dopamine and 5-hydroxytryptamine levels
in the brain, and thereby affects neural activity, mood
and behavior. Plays a role in the response to anxiogenic
stimuli.",8,1.9,76,Protein,46106.335 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 1B,5-hydroxytryptamine  1B,Antagonist,HTR1B,Unknown,10.00436480540245,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for ergot alkaloid
derivatives, various anxiolytic and antidepressant drugs
and other psychoactive substances, such as lysergic acid
diethylamide (LSD). Ligand binding causes a conformation
change that triggers signaling via guanine nucleotide-
binding proteins (G proteins) and modulates the activity of
down-stream effectors, such as adenylate cyclase. Signaling
inhibits adenylate cyclase activity. Arrestin family members
inhibit signaling via G proteins and mediate activation of
alternative signaling pathways. Regulates the release of 5-
hydroxytryptamine, dopamine and acetylcholine in the brain,
and thereby affects neural activity, nociceptive processing,
pain perception, mood and behavior. Besides, plays a role in
vasoconstriction of cerebral arteries.",0.99,0.99,0.99,Protein,43567.535 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 1D,5-hydroxytryptamine  1D,Antagonist,HTR1D,Yes,9.425968732272281,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for ergot alkaloid
derivatives, various anxiolytic and antidepressant drugs
and other psychoactive substances. Ligand binding causes
a conformation change that triggers signaling via guanine
nucleotide-binding proteins (G proteins) and modulates
the activity of down-stream effectors, such as adenylate
cyclase. Signaling inhibits adenylate cyclase activity.
Regulates the release of 5-hydroxytryptamine in the brain,
and thereby affects neural activity. May also play a role in
regulating the release of other neurotransmitters. May play
a role in vasoconstriction.",3.75,2.4,5.1,Protein,41906.38 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 1E,5-hydroxytryptamine  1E,Antagonist,HTR1E,Unknown,7.443697499232712,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
alkaloids and psychoactive substances. Ligand binding causes
a conformation change that triggers signaling via guanine
nucleotide-binding proteins (G proteins) and modulates
the activity of down-stream effectors, such as adenylate
cyclase. Signaling inhibits adenylate cyclase activity.",360,360,360,Protein,41681.57 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 2C,5-hydroxytryptamine  2C,Antagonist,HTR2C,Yes,10.045757490560675,HTR,⯆,"G-protein coupled receptor for 5-hydroxytryptamine
(serotonin). Also functions as a receptor for various
drugs and psychoactive substances, including ergot alkaloid
derivatives, 1-2,5,-dimethoxy-4-iodophenyl-2-aminopropane
(DOI) and lysergic acid diethylamide (LSD). Ligand binding
causes a conformation change that triggers signaling
via guanine nucleotide-binding proteins (G proteins) and
modulates the activity of down-stream effectors. Beta-
arrestin family members inhibit signaling via G proteins
and mediate activation of alternative signaling pathways.
Signaling activates a phosphatidylinositol-calcium
second messenger system that modulates the activity of
phosphatidylinositol 3-kinase and down-stream signaling
cascades and promotes the release of Ca(2+) ions from
intracellular stores. Regulates neuronal activity via the
activation of short transient receptor potential calcium
channels in the brain, and thereby modulates the activation
of pro-opiomelacortin neurons and the release of CRH that
then regulates the release of corticosterone. Plays a role
in the regulation of appetite and eating behavior, responses
to anxiogenic stimuli and stress. Plays a role in insulin
sensitivity and glucose homeostasis.",0.9,0.55,13,Protein,51820.705 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 6,5-hydroxytryptamine  6,Antagonist,HTR6,Unknown,8.214670164989233,HTR,⯆,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
The activity of this receptor is mediated by G proteins
that stimulate adenylate cyclase. It has a high affinity
for tricyclic psychotropic drugs (By similarity). Controls
pyramidal neurons migration during corticogenesis, through
the regulation of CDK5 activity (By similarity). Is an
activator of TOR signaling (PubMed:23027611).",61,60.9,76,Protein,46953.625 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 7,5-hydroxytryptamine  7,Antagonist,HTR7,Unknown,NA,HTR,⯆,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
The activity of this receptor is mediated by G proteins that
stimulate adenylate cyclase.",NA,NA,NA,Protein,53554.43 Da,NA
Ziprasidone,Histamine H1 receptor,Histamine H1 ,Antagonist,HRH1,Unknown,8.537602002101044,HRH,⯆,"In peripheral tissues, the H1 subclass of histamine
receptors mediates the contraction of smooth muscles,
increase in capillary permeability due to contraction of
terminal venules, and catecholamine release from adrenal
medulla, as well as mediating neurotransmission in the
central nervous system.",29,4.6,510,Protein,55783.61 Da,NA
Ziprasidone,Alpha-1A adrenergic receptor,Alpha-1A adrenergic ,Antagonist,ADRA1A,Unknown,NA,ADRA,⯆,"This alpha-adrenergic receptor mediates its action
by association with G proteins that activate a
phosphatidylinositol-calcium second messenger system. Its
effect is mediated by G(q) and G(11) proteins. Nuclear
ADRA1A-ADRA1B heterooligomers regulate phenylephrine(PE)-
stimulated ERK signaling in cardiac myocytes.",NA,NA,NA,Protein,51486.005 Da,NA
Ziprasidone,Alpha-1B adrenergic receptor,Alpha-1B adrenergic ,Antagonist,ADRA1B,Unknown,NA,ADRA,⯆,"This alpha-adrenergic receptor mediates its action
by association with G proteins that activate a
phosphatidylinositol-calcium second messenger system. Its
effect is mediated by G(q) and G(11) proteins. Nuclear
ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-
stimulated ERK signaling in cardiac myocytes.",NA,NA,NA,Protein,56835.375 Da,NA
Ziprasidone,Alpha-2A adrenergic receptor,Alpha-2A adrenergic ,Antagonist,ADRA2A,Unknown,7.804100347590767,ADRA,⯆,"Alpha-2 adrenergic receptors mediate the catecholamine-
induced inhibition of adenylate cyclase through the action
of G proteins. The rank order of potency for agonists of
this receptor is oxymetazoline > clonidine > epinephrine
> norepinephrine > phenylephrine > dopamine > p-synephrine
> p-tyramine > serotonin = p-octopamine. For antagonists,
the rank order is yohimbine > phentolamine = mianserine
> chlorpromazine = spiperone = prazosin > propanolol >
alprenolol = pindolol.",157,154,160,Protein,48956.275 Da,NA
Ziprasidone,Alpha-2B adrenergic receptor,Alpha-2B adrenergic ,Antagonist,ADRA2B,Unknown,8.318758762624412,ADRA,⯆,"Alpha-2 adrenergic receptors mediate the catecholamine-
induced inhibition of adenylate cyclase through the action
of G proteins. The rank order of potency for agonists of
this receptor is clonidine > norepinephrine > epinephrine
= oxymetazoline > dopamine > p-tyramine = phenylephrine >
serotonin > p-synephrine / p-octopamine. For antagonists,
the rank order is yohimbine > chlorpromazine > phentolamine
> mianserine > spiperone > prazosin > alprenolol >
propanolol > pindolol.",48,48,48,Protein,49565.8 Da,NA
Ziprasidone,Alpha-2C adrenergic receptor,Alpha-2C adrenergic ,Antagonist,ADRA2C,Unknown,8.167491087293763,ADRA,⯆,"Alpha-2 adrenergic receptors mediate the catecholamine-
induced inhibition of adenylate cyclase through the action
of G proteins.",68,59,77,Protein,49521.585 Da,NA
Ziprasidone,Muscarinic acetylcholine receptor M1,Muscarinic acetylcholine  M1,Antagonist,CHRM1,Unknown,6.292429823902063,CHRM,⯆,"The muscarinic acetylcholine receptor mediates various
cellular responses, including inhibition of adenylate
cyclase, breakdown of phosphoinositides and modulation of
potassium channels through the action of G proteins. Primary
transducing effect is Pi turnover.",5100,300,10000,Protein,51420.375 Da,NA
Ziprasidone,Muscarinic acetylcholine receptor M2,Muscarinic acetylcholine  M2,Antagonist,CHRM2,Unknown,6.565431095965801,CHRM,⯆,"The muscarinic acetylcholine receptor mediates various
cellular responses, including inhibition of adenylate
cyclase, breakdown of phosphoinositides and modulation
of potassium channels through the action of G proteins.
Primary transducing effect is adenylate cyclase inhibition.
Signaling promotes phospholipase C activity, leading to the
release of inositol trisphosphate (IP3); this then triggers
calcium ion release into the cytosol.",2720,2440,3000,Protein,51714.605 Da,NA
Ziprasidone,Muscarinic acetylcholine receptor M3,Muscarinic acetylcholine  M3,Antagonist,CHRM3,Unknown,6.247951552180561,CHRM,⯆,"The muscarinic acetylcholine receptor mediates various
cellular responses, including inhibition of adenylate
cyclase, breakdown of phosphoinositides and modulation of
potassium channels through the action of G proteins. Primary
transducing effect is Pi turnover.",5650,1300,10000,Protein,66127.445 Da,NA
Ziprasidone,Muscarinic acetylcholine receptor M4,Muscarinic acetylcholine  M4,Antagonist,CHRM4,Unknown,6.795880017344075,CHRM,⯆,"The muscarinic acetylcholine receptor mediates various
cellular responses, including inhibition of adenylate
cyclase, breakdown of phosphoinositides and modulation of
potassium channels through the action of G proteins. Primary
transducing effect is inhibition of adenylate cyclase.",1600,1600,1600,Protein,53048.65 Da,NA
Ziprasidone,Muscarinic acetylcholine receptor M5,Muscarinic acetylcholine  M5,Antagonist,CHRM5,Unknown,NA,CHRM,⯆,"The muscarinic acetylcholine receptor mediates various
cellular responses, including inhibition of adenylate
cyclase, breakdown of phosphoinositides and modulation of
potassium channels through the action of G proteins. Primary
transducing effect is Pi turnover.",NA,NA,NA,Protein,60073.205 Da,NA
Ziprasidone,5-hydroxytryptamine receptor 5A,5-hydroxytryptamine  5A,Antagonist,HTR5A,Unknown,NA,HTR,⯆,"This is one of the several different receptors for 5-
hydroxytryptamine (serotonin), a biogenic hormone that
functions as a neurotransmitter, a hormone, and a mitogen.
The activity of this receptor is mediated by G proteins.",NA,NA,NA,Protein,40254.69 Da,NA
Zuclopenthixol,Dopamine D1 receptor,Dopamine D1 ,Antagonist,DRD1,Yes,NA,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which activate adenylyl cyclase.",NA,NA,NA,Protein,49292.765 Da,NA
Zuclopenthixol,Dopamine D5 receptor,Dopamine D5 ,Antagonist,DRD5,Yes,NA,DRD,⯆,"Dopamine receptor whose activity is mediated by G proteins
which activate adenylyl cyclase.",NA,NA,NA,Protein,52950.5 Da,NA
