Name,Actions,Gene Name,General Function,Kind,Molecular Weight,Organism,Pharmacological action,Specific Function,Uniprot ID,Uniprot Name,Drug,drugbank_id,Curator comments
Cytochrome P450 3A4,Inhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Olanzapine,DB00334,The total cytochrome P450 inhibition of olanzapine is 
CYP3A (Protein Group),Inhibitor,NA,Vitamin d3 25-hydroxylase activity,Protein group,NA,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",NA,NA,Olanzapine,DB00334,The total cytochrome P450 inhibition of olanzapine is 
UDP-glucuronosyltransferase 2B15,Substrate,UGT2B15,Glucuronosyltransferase activity,Protein,61035.815 Da,Humans,Unknown,UDPGTs are of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isozyme displays activity toward several classes of xeno...,P54855,UDP-glucuronosyltransferase 2B15,Oxazepam,DB00842,NA
UDP-glucuronosyltransferase 2B7,Substrate,UGT2B7,Glucuronosyltransferase activity,Protein,60694.12 Da,Humans,Unknown,"UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds.Its unique specificity for 3,4-catechol estrogens and estriol su...",P16662,UDP-glucuronosyltransferase 2B7,Oxazepam,DB00842,NA
UDP-glucuronosyltransferase 1-9,Substrate,UGT1A9,Retinoic acid binding,Protein,59940.495 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform has specificity for phenols. Isoform 2 lacks trans...,O60656,UDP-glucuronosyltransferase 1-9,Oxazepam,DB00842,NA
Aldo-keto reductase family 1 member C1,Substrate,AKR1C1,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity",Protein,36788.02 Da,Humans,Unknown,"Converts progesterone to its inactive form, 20-alpha-dihydroxyprogesterone (20-alpha-OHP). In the liver and intestine, may have a role in the transport of bile. May have a role in monitoring the in...",Q04828,Aldo-keto reductase family 1 member C1,Oxcarbazepine,DB00776,NA
Aldo-keto reductase family 1 member C2,Substrate,AKR1C2,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity",Protein,36734.97 Da,Humans,Unknown,Works in concert with the 5-alpha/5-beta-steroid reductases to convert steroid hormones into the 3-alpha/5-alpha and 3-alpha/5-beta-tetrahydrosteroids. Catalyzes the inactivation of the most potent...,P52895,Aldo-keto reductase family 1 member C2,Oxcarbazepine,DB00776,NA
Aldo-keto reductase family 1 member C3,Substrate,AKR1C3,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity",Protein,36852.89 Da,Humans,Unknown,"Catalyzes the conversion of aldehydes and ketones to alcohols. Catalyzes the reduction of prostaglandin (PG) D2, PGH2 and phenanthrenequinone (PQ) and the oxidation of 9-alpha,11-beta-PGF2 to PGD2....",P42330,Aldo-keto reductase family 1 member C3,Oxcarbazepine,DB00776,NA
Aldo-keto reductase family 1 member C4,Substrate,AKR1C4,Retinal dehydrogenase activity,Protein,37066.52 Da,Humans,Unknown,"Catalyzes the transformation of the potent androgen dihydrotestosterone (DHT) into the less active form, 5-alpha-androstan-3-alpha,17-beta-diol (3-alpha-diol). Also has some 20-alpha-hydroxysteroid...",P17516,Aldo-keto reductase family 1 member C4,Oxcarbazepine,DB00776,NA
Carbonyl reductase [NADPH] 1,Substrate,CBR1,Prostaglandin-e2 9-reductase activity,Protein,30374.73 Da,Humans,Unknown,"NADPH-dependent reductase with broad substrate specificity. Catalyzes the reduction of a wide variety of carbonyl compounds including quinones, prostaglandins, menadione, plus various xenobiotics. ...",P16152,Carbonyl reductase [NADPH] 1,Oxcarbazepine,DB00776,NA
Carbonyl reductase [NADPH] 3,Substrate,CBR3,Nadph binding,Protein,30849.97 Da,Humans,Unknown,Has low NADPH-dependent oxidoreductase activity towards 4-benzoylpyridine and menadione (in vitro).,O75828,Carbonyl reductase [NADPH] 3,Oxcarbazepine,DB00776,NA
Cytochrome P450 2C19,Inhibitor,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Oxcarbazepine,DB00776,NA
Cytochrome P450 3A4,InhibitorInducer,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Oxcarbazepine,DB00776,NA
Cytochrome P450 3A5,InhibitorInducer,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Oxcarbazepine,DB00776,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Oxycodone,DB00497,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Oxycodone,DB00497,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Oxycodone,DB00497,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Paliperidone,DB01267,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Paliperidone,DB01267,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Paliperidone,DB01267,NA
Cytochrome P450 2D6,SubstrateInhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Paroxetine,DB00715,NA
Cytochrome P450 2C9,Inhibitor,CYP2C9,Steroid hydroxylase activity,Protein,55627.365 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P11712,Cytochrome P450 2C9,Paroxetine,DB00715,This information is based on data from in vitro studies.
Cytochrome P450 2B6,Inhibitor,CYP2B6,Steroid hydroxylase activity,Protein,56277.81 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20813,Cytochrome P450 2B6,Paroxetine,DB00715,NA
Cytochrome P450 1A2,SubstrateInhibitor,CYP1A2,"Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",Protein,58293.76 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P05177,Cytochrome P450 1A2,Paroxetine,DB00715,NA
Cytochrome P450 3A4,SubstrateInhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Paroxetine,DB00715,NA
Cytochrome P450 2C19,SubstrateInhibitor,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Paroxetine,DB00715,NA
Cytochrome P450 3A4,SubstrateInhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Pergolide,DB01186,NA
Cytochrome P450 2D6,Inhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Pergolide,DB01186,NA
Cytochrome P450 2D6,SubstrateInhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Perphenazine,DB00850,NA
Cytochrome P450 1A2,Substrate,CYP1A2,"Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",Protein,58293.76 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P05177,Cytochrome P450 1A2,Perphenazine,DB00850,Data supporting this enzyme action are limited to in vitro studies.
Cytochrome P450 2C18,Substrate,CYP2C18,Steroid hydroxylase activity,Protein,55710.075 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P33260,Cytochrome P450 2C18,Perphenazine,DB00850,This enzyme relationship is supported by data from 1 in vitro study.
Cytochrome P450 2C19,Substrate,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Perphenazine,DB00850,This enzyme relationship is supported by data from 1 in vitro study.
Cytochrome P450 2C8,Substrate,CYP2C8,Steroid hydroxylase activity,Protein,55824.275 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P10632,Cytochrome P450 2C8,Perphenazine,DB00850,This enzyme relationship is supported by data from 1 in vitro study.
Cytochrome P450 2C9,Substrate,CYP2C9,Steroid hydroxylase activity,Protein,55627.365 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P11712,Cytochrome P450 2C9,Perphenazine,DB00850,This enzyme relationship is supported by data from 1 in vitro study.
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Perphenazine,DB00850,This enzyme relationship is supported by data from 1 in vitro study.
Amine oxidase [flavin-containing] A,Substrate,MAOA,Serotonin binding,Protein,59681.27 Da,Humans,Unknown,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral...,P21397,Amine oxidase [flavin-containing] A,Phenelzine,DB00780,NA
Cytochrome P450 2E1,Inducer,CYP2E1,Steroid hydroxylase activity,Protein,56848.42 Da,Humans,Unknown,"Metabolizes several precarcinogens, drugs, and solvents to reactive metabolites. Inactivates a number of drugs and xenobiotics and also bioactivates many xenobiotic substrates to their hepatotoxic ...",P05181,Cytochrome P450 2E1,Phenelzine,DB00780,NA
Amine oxidase [flavin-containing] B,Substrate,MAOB,Primary amine oxidase activity,Protein,58762.475 Da,Humans,Unknown,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral...,P27338,Amine oxidase [flavin-containing] B,Phenelzine,DB00780,NA
Cytochrome P450 2C19,Inhibitor,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Phenelzine,DB00780,Current data on this enzyme inhibition is limited to one in vitro study.
Cytochrome P450 2C8,Inhibitor,CYP2C8,Steroid hydroxylase activity,Protein,55824.275 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P10632,Cytochrome P450 2C8,Phenelzine,DB00780,NA
Cytochrome P450 3A4,Inhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Phenelzine,DB00780,NA
Cytochrome P450 3A5,Inhibitor,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Phenelzine,DB00780,NA
Cytochrome P450 3A7,Inhibitor,CYP3A7,Oxygen binding,Protein,57525.03 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P24462,Cytochrome P450 3A7,Phenelzine,DB00780,NA
Cytochrome P450 2D6,Inhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Phenelzine,DB00780,NA
CYP3A (Protein Group),Inhibitor,NA,Vitamin d3 25-hydroxylase activity,Protein group,NA,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",NA,NA,Phenelzine,DB00780,NA
Cytochrome P450 2D6,SubstrateInhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Pindolol,DB00960,NA
Solute carrier family 22 member 2,Substrate,SLC22A2,Quaternary ammonium group transmembrane transporter activity,Protein,62579.99 Da,Humans,Unknown,"Mediates tubular uptake of organic compounds from circulation. Mediates the influx of agmatine, dopamine, noradrenaline (norepinephrine), serotonin, choline, famotidine, ranitidine, histamin, creat...",O15244,Solute carrier family 22 member 2,Pramipexole,DB00413,NA
Solute carrier family 22 member 1,Substrate,SLC22A1,Secondary active organic cation transmembrane transporter activity,Protein,61153.345 Da,Humans,Unknown,"Translocates a broad array of organic cations with various structures and molecular weights including the model compounds 1-methyl-4-phenylpyridinium (MPP), tetraethylammonium (TEA), N-1-methylnico...",O15245,Solute carrier family 22 member 1,Pramipexole,DB00413,NA
Solute carrier family 22 member 3,NA,SLC22A3,Toxin transporter activity,Protein,61279.485 Da,Humans,Unknown,Mediates potential-dependent transport of a variety of organic cations. May play a significant role in the disposition of cationic neurotoxins and neurotransmitters in the brain.,O75751,Solute carrier family 22 member 3,Pramipexole,DB00413,NA
Cytochrome P450 2D6,SubstrateInhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Chlorpromazine,DB00477,NA
Cytochrome P450 1A2,Substrate,CYP1A2,"Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",Protein,58293.76 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P05177,Cytochrome P450 1A2,Chlorpromazine,DB00477,NA
Cytochrome P450 2E1,Inhibitor,CYP2E1,Steroid hydroxylase activity,Protein,56848.42 Da,Humans,Unknown,"Metabolizes several precarcinogens, drugs, and solvents to reactive metabolites. Inactivates a number of drugs and xenobiotics and also bioactivates many xenobiotic substrates to their hepatotoxic ...",P05181,Cytochrome P450 2E1,Chlorpromazine,DB00477,NA
Cytochrome P450 3A4,Inducer,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Chlorpromazine,DB00477,NA
Cholinesterase,Inhibitor,BCHE,Identical protein binding,Protein,68417.575 Da,Humans,Unknown,Esterase with broad substrate specificity. Contributes to the inactivation of the neurotransmitter acetylcholine. Can degrade neurotoxic organophosphate esters.,P06276,Cholinesterase,Chlorpromazine,DB00477,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Quetiapine,DB01224,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Quetiapine,DB01224,NA
Cytochrome P450 2C19,Substrate,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Quetiapine,DB01224,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Quetiapine,DB01224,NA
Cytochrome P450 3A7,NA,CYP3A7,Oxygen binding,Protein,57525.03 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P24462,Cytochrome P450 3A7,Quetiapine,DB01224,NA
Cytochrome P450 3A4,SubstrateInhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Reboxetine,DB00234,NA
Cytochrome P450 2D6,Inhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Reboxetine,DB00234,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Paliperidone,DB01267,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Paliperidone,DB01267,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Paliperidone,DB01267,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Sertindole,DB06144,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Sertindole,DB06144,NA
Cytochrome P450 3A4,SubstrateInhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Sertraline,DB01104,NA
Cytochrome P450 2D6,SubstrateInhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Sertraline,DB01104,NA
Cytochrome P450 2C19,SubstrateInhibitor,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Sertraline,DB01104,NA
Cytochrome P450 2C9,SubstrateInhibitor,CYP2C9,Steroid hydroxylase activity,Protein,55627.365 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P11712,Cytochrome P450 2C9,Sertraline,DB01104,The effects of sertraline on CYP2C9 have been demonstrated as minimal according to the cited references.
Cytochrome P450 2B6,SubstrateInhibitor,CYP2B6,Steroid hydroxylase activity,Protein,56277.81 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20813,Cytochrome P450 2B6,Sertraline,DB01104,NA
Amine oxidase [flavin-containing] B,Substrate,MAOB,Primary amine oxidase activity,Protein,58762.475 Da,Humans,Unknown,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral...,P27338,Amine oxidase [flavin-containing] B,Sertraline,DB01104,NA
Amine oxidase [flavin-containing] A,Substrate,MAOA,Serotonin binding,Protein,59681.27 Da,Humans,Unknown,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral...,P21397,Amine oxidase [flavin-containing] A,Sertraline,DB01104,NA
CYP2B protein,Inhibitor,CYP2B,"Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",Protein,43147.81 Da,Humans,Unknown,Not Available,Q14097,CYP2B protein,Sertraline,DB01104,NA
Cholinesterase,Inhibitor,BCHE,Identical protein binding,Protein,68417.575 Da,Humans,Unknown,Esterase with broad substrate specificity. Contributes to the inactivation of the neurotransmitter acetylcholine. Can degrade neurotoxic organophosphate esters.,P06276,Cholinesterase,Sulpiride,DB00391,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Temazepam,DB00231,NA
Cytochrome P450 2B6,Substrate,CYP2B6,Steroid hydroxylase activity,Protein,56277.81 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20813,Cytochrome P450 2B6,Temazepam,DB00231,NA
Cytochrome P450 2C9,Substrate,CYP2C9,Steroid hydroxylase activity,Protein,55627.365 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P11712,Cytochrome P450 2C9,Temazepam,DB00231,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Triazolam,DB00897,NA
